类别,名称,经度,纬度,地址,类型,省,市,区县
公交站,潘南路东四路口(公交站),118.079806,36.811746,127路/K127路;8路/K8路,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,盘古映画(八大局市场南门)(公交站),118.065352,36.804283,8路/K8路,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,淄博市技师学院北门(公交站),118.029953,36.821701,136路/K136路;138路东线;138路西线;158路/K158路;168路/K168路;169路/K169路;185路;88路/K88路内环;88路/K88路外环,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,中关村科技城(公交站),118.032611,36.809143,121路/K121路;126路/K126路,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,盘古映画(东一路·八大局市场南门)(公交站),118.063658,36.803667,8路/K8路,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,市妇幼保健院杏园院区(公交站),118.061474,36.790623,121路/K121路;136路/K136路;206路;20路;222路/K222路;37路/K37路;5路;71路;71路(6点30分);7路/K7路;82路;8路/K8路,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,中源集团(公交站),118.041721,36.798369,132路/K132路;35路/K35路;90路/K90路北线;90路/K90路南线,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,淄博文化艺术城-市鲁中公证处(公交站),118.064590,36.817364,122路/K122路,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,鲁中城市候机楼(公交站),118.057092,36.835456,机场巴士临淄线,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,潘成粮油批发市场(公交站),118.068555,36.829167,116路/K116路(北线);116路/K116路(南线);122路/K122路;157路/K157路;162路;206路;51路(东线);71路;71路(6点30分),交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,淄博义乌小商品城(公交站),118.020647,36.822227,淄博市区直达双马山景区免费公交旅游专线,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,市第十七中学(公交站),118.037001,36.810364,137路/K137路;223路/K223路,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,东四路联通路口(公交站),118.079155,36.821503,105路/K105路;266路/K266路;76路/K76路;8路/K8路,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,莲池小学(公交站),118.031011,36.829047,123路/K123路;137路/K137路;169路/K169路;79路/K79路,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,华光路张恒路路口(公交站),118.046665,36.820884,138路东线,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,共青团路世纪路(西七路)口(公交站),118.026314,36.808578,夜160路,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,创业·东城华府(公交站),118.075582,36.808765,105路/K105路;88路/K88路内环;88路/K88路外环,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,市第二康复医院·区医院北院区(公交站),118.072884,36.817268,89路/K89路,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,淄博火车站(王舍路)(公交站),118.053200,36.785794,(停运)公交专线,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
公交站,张店交警大队(公交站),118.032154,36.797336,121路/K121路;132路/K132路;138路东线;138路西线;95路/K95路,交通设施服务;公交车站;公交车站相关,山东省,淄博市,张店区
